time_step,hopper_level,belt_speed,flow_rate,olives_weight,label_jam_imminent,vibrator_intensity
579,69.96,0.483,1.77,292.0,0,0.0
580,69.91,0.49,1.15,309.5,0,0.0
581,69.85,0.518,1.29,302.9,0,0.0
582,69.78,0.483,1.85,303.0,0,0.0
583,69.78,0.494,1.35,296.7,0,0.0
584,69.72,0.514,1.28,311.2,0,0.0
585,69.67,0.495,1.55,301.6,0,0.0
586,69.65,0.491,1.67,303.7,0,0.0
587,69.63,0.505,1.11,298.9,0,0.0
588,69.59,0.486,1.55,310.1,0,0.0
589,69.56,0.52,1.88,303.7,0,0.0
590,69.48,0.517,1.78,314.7,0,0.0
591,69.47,0.511,1.65,299.0,0,0.0
592,69.42,0.487,1.89,290.9,0,0.0
593,69.33,0.502,1.67,298.6,0,0.0
594,69.3,0.506,1.28,293.0,0,0.0
595,69.25,0.501,1.24,314.9,0,0.0
596,69.21,0.499,1.02,289.8,0,0.0
597,69.17,0.497,1.05,310.6,0,0.0
598,69.11,0.5,1.58,300.6,0,0.0
599,69.1,0.487,1.37,295.2,0,0.0
600,69.02,0.517,1.76,311.3,0,0.0
601,68.95,0.514,1.65,298.8,0,0.0
602,68.89,0.496,1.7,300.4,0,0.0
603,68.83,0.481,1.41,286.4,0,0.0
604,68.73,0.512,1.82,311.4,0,0.0
605,68.69,0.505,1.05,294.6,0,0.0
606,68.64,0.498,1.88,309.5,0,0.0
607,68.6,0.509,1.24,289.1,0,0.0
608,68.53,0.516,1.04,292.2,0,0.0
609,68.5,0.483,0.92,288.8,0,0.0
610,68.44,0.486,0.98,304.8,0,0.0
611,68.35,0.501,1.17,295.9,0,0.0
612,68.27,0.492,1.49,309.6,0,0.0
613,68.21,0.503,1.41,294.8,0,0.0
614,68.12,0.486,1.77,312.3,0,0.0
615,68.06,0.507,1.3,313.4,0,0.0
616,67.96,0.494,1.97,308.7,0,0.0
617,67.86,0.503,1.3,285.6,0,0.0
618,67.8,0.519,1.28,290.6,0,0.0
619,67.72,0.519,1.26,310.3,0,0.0
620,67.69,0.517,1.53,298.9,0,0.0
621,67.62,0.518,1.38,299.0,0,0.0
622,67.6,0.514,1.27,290.7,0,0.0
623,67.58,0.498,1.17,294.1,0,0.0
624,67.53,0.513,1.49,302.1,0,0.0
625,67.51,0.509,1.44,307.8,0,0.0
626,67.48,0.485,1.06,290.1,0,0.0
627,67.45,0.493,1.54,290.4,0,0.0
628,67.36,0.481,1.03,309.9,0,0.0
629,67.33,0.481,1.49,287.0,0,0.0
630,67.28,0.508,1.54,291.3,0,0.0
631,67.2,0.503,1.92,290.3,0,0.0
632,67.16,0.484,1.92,308.5,0,0.0
633,67.13,0.496,1.85,285.4,0,0.0
634,67.05,0.504,1.4,307.9,0,0.0
635,66.98,0.483,1.18,305.5,0,0.0
636,66.94,0.485,1.69,291.4,0,0.0
637,66.91,0.486,1.21,289.1,0,0.0
638,66.85,0.497,1.2,300.6,0,0.0
639,66.75,0.491,1.43,298.4,0,0.0
640,66.67,0.519,1.19,302.1,0,0.0
641,66.59,0.499,1.09,312.0,0,0.0
642,66.53,0.496,1.44,314.1,0,0.0
643,66.47,0.5,1.58,307.7,0,0.0
644,66.39,0.499,1.08,291.1,0,0.0
645,66.32,0.483,1.44,312.7,0,0.0
646,66.32,0.511,1.3,305.9,0,0.0
647,66.24,0.504,1.45,300.8,0,0.0
648,66.17,0.512,1.52,286.9,0,0.0
649,66.12,0.505,1.45,299.1,0,0.0
650,66.1,0.493,1.02,305.7,0,0.0
651,66.05,0.481,1.16,297.9,0,0.0
652,66.04,0.495,1.7,285.7,0,0.0
653,65.98,0.482,1.65,305.9,0,0.0
654,65.96,0.482,1.62,309.8,0,0.0
655,65.92,0.515,1.96,306.8,0,0.0
656,65.82,0.503,1.87,287.6,0,0.0
657,65.8,0.5,1.36,312.5,0,0.0
658,65.8,0.487,1.42,291.9,0,0.0
659,65.8,0.509,1.11,302.5,0,0.0
660,65.76,0.501,1.4,304.2,0,0.0
661,65.69,0.493,1.42,301.9,0,0.0
662,65.67,0.493,1.58,291.8,0,0.0
663,65.62,0.493,1.32,302.1,0,0.0
664,65.54,0.498,1.82,300.1,0,0.0
665,65.47,0.497,1.04,302.4,0,0.0
666,65.44,0.48,1.07,304.7,0,0.0
667,65.42,0.482,1.17,306.9,0,0.0
668,65.4,0.482,1.78,296.8,0,0.0
669,65.35,0.501,1.07,294.7,0,0.0
670,65.31,0.502,1.21,299.9,0,0.0
671,65.29,0.492,1.22,311.6,0,0.0
672,65.27,0.51,1.46,301.1,0,0.0
673,65.19,0.516,1.49,314.0,0,0.0
674,65.15,0.51,1.64,312.5,0,0.0
675,65.12,0.482,1.0,291.0,0,0.0
676,65.1,0.506,1.14,313.2,0,0.0
677,65.06,0.51,1.88,302.8,0,0.0
678,64.97,0.494,1.16,306.7,0,0.0
679,64.9,0.519,1.12,288.4,0,0.0
680,64.82,0.495,1.91,305.4,0,0.0
681,64.78,0.519,1.44,299.2,0,0.0
682,64.77,0.488,1.71,305.7,0,0.0
683,64.72,0.487,1.78,309.6,0,0.0
684,64.65,0.491,1.17,314.5,0,0.0
685,64.57,0.481,1.74,307.3,0,0.0
686,64.51,0.486,1.26,307.5,0,0.0
687,64.49,0.495,1.74,287.4,0,0.0
688,64.4,0.507,1.87,311.7,0,0.0
689,64.38,0.493,1.77,307.4,0,0.0
690,64.37,0.481,0.99,308.9,0,0.0
691,64.35,0.497,1.89,296.0,0,0.0
692,64.31,0.484,1.93,311.8,0,0.0
693,64.23,0.498,1.64,298.9,0,0.0
694,64.17,0.498,1.94,291.1,0,0.0
695,64.09,0.481,0.99,300.2,0,0.0
696,64.04,0.484,1.08,306.6,0,0.0
697,63.95,0.512,1.85,314.7,0,0.0
698,63.94,0.519,1.7,300.5,0,0.0
699,63.88,0.495,1.83,305.6,0,0.0
700,63.81,0.491,1.42,300.3,0,0.0
701,63.73,0.52,1.82,289.9,0,0.0
702,63.73,0.482,1.25,303.3,0,0.0
703,63.65,0.484,1.37,309.8,0,0.0
704,63.62,0.484,1.01,285.3,0,0.0
705,63.58,0.481,1.36,310.0,0,0.0
706,63.57,0.518,1.3,313.8,0,0.0
707,63.51,0.509,1.29,294.3,0,0.0
708,63.45,0.487,1.75,287.2,0,0.0
709,63.36,0.499,1.71,291.6,0,0.0
710,63.34,0.482,1.56,287.3,0,0.0
711,63.31,0.511,1.79,310.4,0,0.0
712,63.28,0.505,1.35,287.8,0,0.0
713,63.22,0.491,1.64,304.5,0,0.0
714,63.13,0.493,1.4,294.8,0,0.0
715,63.11,0.513,1.55,299.0,0,0.0
716,63.08,0.492,1.66,288.9,0,0.0
717,63.02,0.518,1.55,303.8,0,0.0
718,62.94,0.504,1.74,305.9,0,0.0
719,62.93,0.498,1.12,290.4,0,0.0
720,62.89,0.489,1.13,310.7,0,0.0
721,62.89,0.496,1.54,287.9,0,0.0
722,62.84,0.509,1.3,300.6,0,0.0
723,62.74,0.51,1.86,289.5,0,0.0
724,62.74,0.519,1.83,310.4,0,0.0
725,62.69,0.491,1.37,287.5,0,0.0
726,62.65,0.513,1.38,293.1,0,0.0
727,62.55,0.5,1.78,299.1,0,0.0
728,62.55,0.5,1.73,304.0,0,0.0
729,62.51,0.514,1.73,291.7,0,0.0
730,62.42,0.494,1.99,304.9,0,0.0
731,62.35,0.492,1.25,308.5,0,0.0
732,62.29,0.494,1.59,300.9,0,0.0
733,62.23,0.494,1.89,291.5,0,0.0
734,62.19,0.518,1.19,313.5,0,0.0
735,62.11,0.511,1.16,300.0,0,0.0
736,62.08,0.507,1.83,309.8,0,0.0
737,62.06,0.51,1.32,309.1,0,0.0
738,61.97,0.506,1.39,303.8,0,0.0
739,61.94,0.498,1.24,306.0,0,0.0
740,61.86,0.482,1.8,285.8,0,0.0
741,61.82,0.481,1.71,290.0,0,0.0
742,61.79,0.508,1.32,296.6,0,0.0
743,61.73,0.489,1.42,303.0,0,0.0
744,61.66,0.499,1.32,288.2,0,0.0
745,61.57,0.511,1.45,288.3,0,0.0
746,61.53,0.489,1.2,292.2,0,0.0
747,61.48,0.507,1.49,292.2,0,0.0
748,61.43,0.498,1.58,294.0,0,0.0
749,61.37,0.507,1.65,288.0,0,0.0
750,61.32,0.499,1.62,286.0,0,0.0
751,61.24,0.505,1.13,304.8,0,0.0
752,61.21,0.504,1.77,290.4,0,0.0
753,61.11,0.491,1.87,288.2,0,0.0
754,61.04,0.508,1.43,286.4,0,0.0
755,60.97,0.496,1.82,303.7,0,0.0
756,60.9,0.496,1.37,309.2,0,0.0
757,60.82,0.51,1.2,285.4,0,0.0
758,60.78,0.49,1.0,300.2,0,0.0
759,60.78,0.515,1.35,310.0,0,0.0
760,60.7,0.484,1.64,312.6,0,0.0
761,60.66,0.49,1.79,303.6,0,0.0
762,60.59,0.511,1.96,313.2,0,0.0
763,60.52,0.498,1.67,291.0,0,0.0
764,60.48,0.492,1.4,308.5,0,0.0
765,60.46,0.512,1.74,299.9,0,0.0
766,60.41,0.494,1.24,287.9,0,0.0
767,60.36,0.508,1.86,297.5,0,0.0
768,60.35,0.482,1.17,308.8,0,0.0
769,60.29,0.484,1.8,312.7,0,0.0
770,60.23,0.49,1.77,300.8,0,0.0
771,60.2,0.518,1.89,309.4,0,0.0
772,60.16,0.485,1.05,295.9,0,0.0
773,60.11,0.485,1.01,296.4,0,0.0
774,60.05,0.492,1.6,288.0,0,0.0
775,59.97,0.491,1.84,301.5,0,0.0
776,59.94,0.496,1.5,293.1,0,0.0
777,59.87,0.51,1.43,313.7,0,0.0
778,59.79,0.49,1.53,297.1,0,0.0
779,59.71,0.503,1.64,291.5,0,0.0
780,59.66,0.492,1.79,292.3,0,0.0
781,59.56,0.484,1.7,293.6,0,0.0
782,59.5,0.491,1.56,302.4,0,0.0
783,59.48,0.481,1.15,310.6,0,0.0
784,59.39,0.491,1.77,285.6,0,0.0
785,59.37,0.485,1.72,301.2,0,0.0
786,59.33,0.496,1.53,291.5,0,0.0
787,59.29,0.483,1.82,290.9,0,0.0
788,59.29,0.501,2.0,299.9,0,0.0
789,59.25,0.503,1.38,286.4,0,0.0
790,59.18,0.501,2.0,305.8,0,0.0
791,59.09,0.512,1.82,307.1,0,0.0
792,59.01,0.52,1.17,288.7,0,0.0
793,58.96,0.51,1.59,303.9,0,0.0
794,58.87,0.509,1.58,292.8,0,0.0
795,58.82,0.494,1.41,289.1,0,0.0
796,58.75,0.516,1.75,291.1,0,0.0
797,58.66,0.52,1.47,305.6,0,0.0
798,58.56,0.49,1.67,314.7,0,0.0
799,58.51,0.486,1.79,299.4,0,0.0
800,58.45,0.495,1.41,299.6,0,0.0
801,58.43,0.511,2.05,312.8,0,0.0
802,58.4,0.508,1.67,304.8,0,0.0
803,58.32,0.515,1.9,294.9,0,0.0
804,58.27,0.485,1.75,304.4,0,0.0
805,58.24,0.504,1.4,303.1,0,0.0
806,58.23,0.513,1.96,287.9,0,0.0
807,58.19,0.51,1.45,313.1,0,0.0
808,58.14,0.481,1.8,305.7,0,0.0
809,58.12,0.505,2.06,310.7,0,0.0
810,58.11,0.492,1.89,313.2,0,0.0
811,58.02,0.514,1.07,298.9,0,0.0
812,57.96,0.51,1.99,304.1,0,0.0
813,57.96,0.512,1.84,290.1,0,0.0
814,57.95,0.496,1.85,300.1,0,0.0
815,57.87,0.515,1.35,289.1,0,0.0
816,57.82,0.504,1.28,301.3,0,0.0
817,57.73,0.504,1.94,288.7,0,0.0
818,57.67,0.493,1.5,311.9,0,0.0
819,57.66,0.486,1.62,308.4,0,0.0
820,57.57,0.499,1.16,286.0,0,0.0
821,57.54,0.499,1.92,291.2,0,0.0
822,57.45,0.487,1.8,305.2,0,0.0
823,57.4,0.496,1.94,315.0,0,0.0
824,57.33,0.509,1.87,315.0,0,0.0
825,57.25,0.495,1.22,286.8,0,0.0
826,57.25,0.483,1.87,287.2,0,0.0
827,57.16,0.516,1.73,312.1,0,0.0
828,57.13,0.499,1.68,286.9,0,0.0
829,57.08,0.507,1.5,311.8,0,0.0
830,56.99,0.502,1.26,312.7,0,0.0
831,56.91,0.515,1.59,306.6,0,0.0
832,56.88,0.517,1.76,288.1,0,0.0
833,56.83,0.482,0.92,291.8,0,0.0
834,56.81,0.497,1.48,314.2,0,0.0
835,56.72,0.487,1.4,313.0,0,0.0
836,56.71,0.48,1.09,310.0,0,0.0
837,56.64,0.501,1.44,305.9,0,0.0
838,56.55,0.511,1.57,296.5,0,0.0
839,56.49,0.502,1.2,305.1,0,0.0
840,56.41,0.514,1.69,302.5,0,0.0
841,56.33,0.507,1.8,288.4,0,0.0
842,56.28,0.498,1.32,300.1,0,0.0
843,56.25,0.497,2.0,310.4,0,0.0
844,56.16,0.511,1.29,286.5,0,0.0
845,56.08,0.519,1.99,304.9,0,0.0
846,56.0,0.493,1.32,301.9,0,0.0
847,55.93,0.518,1.33,293.4,0,0.0
848,55.93,0.498,1.55,311.2,0,0.0
849,55.92,0.505,1.0,287.2,0,0.0
850,55.89,0.516,1.94,305.0,0,0.0
851,55.86,0.502,1.05,302.0,0,0.0
852,55.83,0.487,1.65,305.3,0,0.0
853,55.79,0.482,1.38,309.3,0,0.0
854,55.78,0.514,2.03,308.3,0,0.0
855,55.77,0.519,1.29,307.6,0,0.0
856,55.71,0.498,1.93,295.9,0,0.0
857,55.68,0.518,1.15,312.9,0,0.0
858,55.67,0.512,1.79,299.6,0,0.0
859,55.6,0.515,1.86,305.9,0,0.0
860,55.57,0.51,1.93,310.7,0,0.0
861,55.51,0.491,1.96,305.1,0,0.0
862,55.44,0.498,1.41,288.0,0,0.0
863,55.37,0.512,1.69,309.2,0,0.0
864,55.27,0.507,1.68,289.7,0,0.0
865,55.26,0.5,1.83,285.4,0,0.0
866,55.18,0.514,1.45,302.9,0,0.0
867,55.09,0.504,1.26,304.3,0,0.0
868,55.07,0.485,1.61,286.2,0,0.0
869,55.0,0.486,1.41,291.2,0,0.0
870,54.93,0.488,1.7,309.6,0,0.0
871,54.92,0.484,1.01,302.1,0,0.0
872,54.87,0.496,0.94,288.7,0,0.0
873,54.8,0.493,1.1,289.1,0,0.0
874,54.71,0.489,1.78,288.0,0,0.0
875,54.68,0.486,1.67,305.9,0,0.0
876,54.58,0.496,1.65,308.4,0,0.0
877,54.55,0.5,1.14,300.8,0,0.0
878,54.54,0.494,1.53,314.2,0,0.0
879,54.45,0.495,1.1,308.6,0,0.0
880,54.37,0.518,1.7,307.8,0,0.0
881,54.33,0.508,1.1,302.8,0,0.0
882,54.3,0.486,1.69,301.6,0,0.0
883,54.22,0.492,1.37,293.0,0,0.0
884,54.2,0.489,1.4,295.4,0,0.0
885,54.14,0.517,1.15,292.9,0,0.0
886,54.09,0.511,1.82,314.0,0,0.0
887,54.03,0.495,1.08,292.5,0,0.0
888,54.01,0.52,1.71,291.1,0,0.0
889,53.99,0.485,1.29,298.2,0,0.0
890,53.91,0.512,1.46,306.7,0,0.0
891,53.82,0.483,1.82,300.4,0,0.0
892,53.73,0.488,1.53,296.0,0,0.0
893,53.66,0.498,1.64,312.3,0,0.0
894,53.61,0.491,1.19,312.4,0,0.0
895,53.54,0.49,1.61,307.8,0,0.0
896,53.47,0.487,1.58,304.8,0,0.0
897,53.44,0.489,1.66,285.4,0,0.0
898,53.43,0.488,1.57,314.9,0,0.0
899,53.35,0.499,1.62,289.5,0,0.0
900,53.32,0.502,1.13,285.0,0,0.0
901,53.31,0.481,1.0,285.7,0,0.0
902,53.25,0.496,1.88,313.3,0,0.0
903,53.19,0.481,1.57,302.9,0,0.0
904,53.12,0.502,1.03,304.3,0,0.0
905,53.12,0.506,1.57,297.7,0,0.0
906,53.06,0.501,1.01,288.4,0,0.0
907,52.98,0.505,1.15,297.0,0,0.0
908,52.97,0.504,1.81,300.5,0,0.0
909,52.97,0.509,1.3,311.3,0,0.0
910,52.91,0.485,1.37,313.5,0,0.0
911,52.82,0.511,1.27,285.2,0,0.0
912,52.81,0.503,1.32,292.1,0,0.0
913,52.8,0.489,1.21,286.7,0,0.0
914,52.78,0.505,1.93,306.5,0,0.0
915,52.72,0.485,1.67,286.3,0,0.0
916,52.62,0.487,0.92,288.8,0,0.0
917,52.56,0.482,1.5,311.7,0,0.0
918,52.47,0.49,1.59,289.1,0,0.0
919,52.44,0.502,1.38,305.6,0,0.0
920,52.39,0.518,1.66,296.7,0,0.0
921,52.36,0.482,1.77,293.9,0,0.0
922,52.36,0.505,1.86,287.3,0,0.0
923,52.29,0.502,1.55,288.1,0,0.0
924,52.22,0.486,1.06,307.5,0,0.0
925,52.16,0.514,1.08,305.1,0,0.0
926,52.12,0.49,1.33,294.3,0,0.0
927,52.07,0.483,1.48,302.1,0,0.0
928,51.99,0.503,1.63,294.9,0,0.0
929,51.92,0.517,1.84,289.8,0,0.0
930,51.87,0.484,1.78,291.9,0,0.0
931,51.78,0.511,1.76,292.3,0,0.0
932,51.72,0.482,1.01,290.9,0,0.0
933,51.63,0.506,1.31,292.2,0,0.0
934,51.56,0.512,1.85,307.9,0,0.0
935,51.48,0.511,1.66,307.3,0,0.0
936,51.4,0.504,1.26,292.9,0,0.0
937,51.37,0.503,1.92,300.7,0,0.0
938,51.32,0.503,1.59,312.3,0,0.0
939,51.27,0.493,1.56,285.8,0,0.0
940,51.25,0.517,1.02,290.6,0,0.0
941,51.17,0.518,1.49,313.8,0,0.0
942,51.14,0.492,1.61,285.1,0,0.0
943,51.08,0.499,1.01,295.1,0,0.0
944,51.03,0.492,1.58,298.4,0,0.0
945,50.94,0.511,1.4,296.5,0,0.0
946,50.87,0.505,1.21,314.6,0,0.0
947,50.84,0.505,1.95,309.5,0,0.0
948,50.77,0.504,1.19,286.9,0,0.0
949,50.69,0.501,1.27,302.8,0,0.0
950,50.65,0.483,1.35,288.4,0,0.0
951,50.56,0.508,2.08,312.1,0,0.0
952,50.48,0.481,1.66,296.4,0,0.0
953,50.46,0.5,1.16,293.0,0,0.0
954,50.43,0.491,1.91,314.6,0,0.0
955,50.37,0.482,1.82,287.2,0,0.0
956,50.35,0.497,1.41,310.4,0,0.0
957,50.29,0.491,1.37,303.1,0,0.0
958,50.23,0.519,1.33,291.0,0,0.0
959,50.13,0.509,1.3,299.7,0,0.0
960,50.04,0.498,1.46,314.6,0,0.0
961,50.01,0.513,1.24,304.6,0,0.0
962,49.99,0.507,1.15,291.7,0,0.0
963,49.95,0.502,1.15,306.9,0,0.0
964,49.92,0.481,1.17,288.2,0,0.0
965,49.9,0.488,1.39,300.8,0,0.0
966,49.88,0.492,1.38,304.4,0,0.0
967,49.87,0.501,1.4,314.1,0,0.0
968,49.84,0.485,1.71,293.7,0,0.0
969,49.82,0.506,1.08,294.9,0,0.0
970,49.74,0.492,1.04,301.3,0,0.0
971,49.64,0.489,1.29,300.4,0,0.0
972,49.6,0.513,1.41,314.6,0,0.0
973,49.59,0.503,1.75,306.1,0,0.0
974,49.59,0.515,1.0,287.4,0,0.0
975,49.5,0.509,1.29,296.7,0,0.0
976,49.41,0.486,1.52,285.3,0,0.0
977,49.37,0.493,1.75,300.8,0,0.0
978,49.37,0.517,1.89,304.4,0,0.0
979,49.32,0.494,1.95,295.7,0,0.0
980,49.27,0.516,1.52,291.1,0,0.0
981,49.25,0.484,0.99,297.0,0,0.0
982,49.18,0.493,1.38,305.4,0,0.0
983,49.14,0.507,1.18,303.9,0,0.0
984,49.12,0.498,1.83,305.7,0,0.0
985,49.11,0.509,1.49,310.3,0,0.0
986,49.07,0.518,2.02,301.7,0,0.0
987,49.04,0.497,1.12,302.7,0,0.0
988,49.02,0.51,1.44,291.9,0,0.0
989,48.97,0.515,1.94,285.0,0,0.0
990,48.88,0.489,1.39,301.2,0,0.0
991,48.79,0.514,1.38,300.0,0,0.0
992,48.71,0.519,1.35,303.3,0,0.0
993,48.66,0.505,1.03,295.3,0,0.0
994,48.57,0.497,1.9,288.1,0,0.0
995,48.55,0.513,1.6,307.1,0,0.0
996,48.47,0.508,1.64,306.5,0,0.0
997,48.41,0.515,1.87,307.4,0,0.0
998,48.38,0.495,1.12,290.4,0,0.0
999,48.37,0.503,1.01,294.9,0,0.0
1000,48.31,0.496,1.24,307.7,0,0.0
1001,48.24,0.493,1.37,296.4,0,0.0
1002,48.23,0.495,1.97,309.9,0,0.0
1003,48.13,0.502,1.56,314.9,0,0.0
1004,48.04,0.507,1.63,301.7,0,0.0
1005,48.02,0.51,1.98,296.3,0,0.0
1006,47.94,0.507,2.06,311.1,0,0.0
1007,47.91,0.497,1.92,309.2,0,0.0
1008,47.88,0.5,1.18,285.8,0,0.0
1009,47.78,0.493,0.96,292.8,0,0.0
1010,47.74,0.484,1.41,304.6,0,0.0
1011,47.64,0.491,1.52,302.2,0,0.0
1012,47.64,0.51,1.45,287.4,0,0.0
1013,47.57,0.52,1.35,305.5,0,0.0
1014,47.49,0.511,1.02,295.8,0,0.0
1015,47.41,0.487,1.36,285.5,0,0.0
1016,47.33,0.493,1.44,300.3,0,0.0
1017,47.25,0.486,1.76,290.1,0,0.0
1018,47.19,0.498,1.07,293.7,0,0.0
1019,47.12,0.504,1.4,308.4,0,0.0
1020,47.1,0.489,1.62,298.2,0,0.0
1021,47.03,0.514,1.15,289.1,0,0.0
1022,46.98,0.519,1.91,293.6,0,0.0
1023,46.94,0.482,1.56,309.3,0,0.0
1024,46.93,0.487,1.05,303.5,0,0.0
1025,46.91,0.482,1.67,296.8,0,0.0
1026,46.84,0.497,1.36,307.0,0,0.0
1027,46.8,0.5,1.11,286.8,0,0.0
1028,46.73,0.517,1.38,309.9,0,0.0
1029,46.66,0.503,1.16,285.8,0,0.0
1030,46.57,0.513,1.8,288.6,0,0.0
1031,46.55,0.484,2.02,313.6,0,0.0
1032,46.45,0.496,1.89,288.6,0,0.0
1033,46.43,0.506,1.95,301.6,0,0.0
1034,46.33,0.512,1.38,289.6,0,0.0
1035,46.25,0.484,0.98,301.2,0,0.0
1036,46.24,0.482,1.15,304.2,0,0.0
1037,46.18,0.487,1.62,291.9,0,0.0
1038,46.1,0.507,1.77,285.0,0,0.0
1039,46.1,0.505,1.16,300.8,0,0.0
1040,46.02,0.511,1.07,304.9,0,0.0
1041,45.95,0.488,1.35,290.4,0,0.0
1042,45.86,0.491,1.35,286.9,0,0.0
1043,45.86,0.511,1.5,310.5,0,0.0
1044,45.85,0.518,1.09,297.3,0,0.0
1045,45.83,0.519,1.73,285.1,0,0.0
1046,45.76,0.51,1.6,294.5,0,0.0
1047,45.71,0.517,1.72,306.4,0,0.0
1048,45.64,0.484,1.5,313.1,0,0.0
1049,45.55,0.511,1.23,294.6,0,0.0
1050,45.55,0.515,1.81,286.6,0,0.0
1051,45.48,0.512,1.7,285.7,0,0.0
1052,45.4,0.494,1.09,314.6,0,0.0
1053,45.38,0.515,1.75,307.2,0,0.0
1054,45.37,0.518,1.65,298.9,0,0.0
1055,45.3,0.482,1.87,314.9,0,0.0
1056,45.29,0.5,1.72,289.6,0,0.0
1057,45.21,0.516,1.2,289.6,0,0.0
1058,45.14,0.501,1.34,313.4,0,0.0
1059,45.1,0.511,1.27,310.3,0,0.0
1060,45.02,0.483,1.48,297.7,0,0.0
1061,44.95,0.492,1.81,289.7,0,0.0
1062,44.86,0.517,2.06,312.6,0,0.0
1063,44.76,0.496,1.31,306.0,0,0.0
1064,44.7,0.518,1.3,312.1,0,0.0
1065,44.61,0.497,1.93,295.1,0,0.0
1066,44.59,0.481,1.43,295.4,0,0.0
1067,44.59,0.494,1.76,289.2,0,0.0
1068,44.54,0.482,1.81,309.9,0,0.0
1069,44.53,0.49,1.94,303.2,0,0.0
1070,44.46,0.487,1.23,299.1,0,0.0
1071,44.43,0.512,1.16,309.3,0,0.0
1072,44.37,0.509,1.87,314.6,0,0.0
1073,44.34,0.484,1.73,305.6,0,0.0
1074,44.25,0.506,1.94,294.3,0,0.0
1075,44.25,0.493,1.29,297.0,0,0.0
1076,44.19,0.509,1.98,295.3,0,0.0
1077,44.1,0.492,1.02,309.1,0,0.0
1078,44.01,0.517,1.48,302.2,0,0.0
1079,43.93,0.507,1.13,294.6,0,0.0
1080,43.84,0.495,1.8,294.2,0,0.0
1081,43.84,0.515,1.16,288.6,0,0.0
1082,43.77,0.506,1.48,297.6,0,0.0
1083,43.76,0.519,1.46,293.5,0,0.0
1084,43.73,0.508,1.63,306.9,0,0.0
1085,43.68,0.498,1.56,300.7,0,0.0
1086,43.67,0.516,1.15,299.9,0,0.0
1087,43.64,0.503,1.79,298.7,0,0.0
1088,43.6,0.491,1.38,287.2,0,0.0
1089,43.59,0.515,1.35,294.2,0,0.0
1090,43.51,0.504,1.17,312.1,0,0.0
1091,43.42,0.505,1.98,296.2,0,0.0
1092,43.37,0.493,1.89,301.9,0,0.0
1093,43.37,0.489,1.0,300.0,0,0.0
1094,43.37,0.496,1.5,286.2,0,0.0
1095,43.31,0.511,1.6,297.6,0,0.0
1096,43.23,0.482,1.29,300.4,0,0.0
1097,43.17,0.495,1.69,311.7,0,0.0
1098,43.11,0.504,1.55,294.9,0,0.0
1099,43.02,0.491,1.78,314.7,0,0.0
1100,42.96,0.483,1.59,306.4,0,0.0
1101,42.92,0.512,1.51,301.7,0,0.0
1102,42.82,0.519,1.96,304.9,0,0.0
1103,42.75,0.517,1.83,291.0,0,0.0
1104,42.71,0.506,1.51,291.1,0,0.0
1105,42.63,0.51,1.17,311.4,0,0.0
1106,42.58,0.512,1.31,287.4,0,0.0
1107,42.5,0.502,1.28,314.1,0,0.0
1108,42.49,0.491,1.74,291.4,0,0.0
1109,42.49,0.513,1.84,301.2,0,0.0
1110,42.44,0.507,1.24,290.2,0,0.0
1111,42.36,0.506,1.3,295.3,0,0.0
1112,42.27,0.518,1.74,287.4,0,0.0
1113,42.19,0.482,1.35,286.4,0,0.0
1114,42.11,0.495,1.29,313.0,0,0.0
1115,42.11,0.506,1.26,288.1,0,0.0
1116,42.05,0.506,0.97,285.9,0,0.0
1117,42.02,0.491,1.42,303.5,0,0.0
1118,42.02,0.513,1.47,298.3,0,0.0
1119,41.98,0.497,1.39,305.1,0,0.0
1120,41.95,0.503,1.34,285.6,0,0.0
1121,41.94,0.497,1.19,289.3,0,0.0
1122,41.93,0.488,1.87,292.4,0,0.0
1123,41.92,0.496,1.09,312.1,0,0.0
1124,41.84,0.509,1.2,297.6,0,0.0
1125,41.8,0.491,1.61,300.9,0,0.0
1126,41.77,0.493,1.13,310.6,0,0.0
1127,41.7,0.489,1.47,294.9,0,0.0
1128,41.65,0.498,1.04,287.2,0,0.0
1129,41.64,0.499,1.62,289.4,0,0.0
1130,41.64,0.514,1.6,289.3,0,0.0
1131,41.59,0.494,1.66,295.8,0,0.0
1132,41.53,0.518,1.22,295.7,0,0.0
1133,41.5,0.5,1.46,302.3,0,0.0
1134,41.44,0.493,1.69,300.6,0,0.0
1135,41.36,0.503,1.44,296.2,0,0.0
1136,41.28,0.51,1.59,297.3,0,0.0
1137,41.28,0.489,1.43,310.7,0,0.0
1138,41.25,0.517,1.36,312.9,0,0.0
1139,41.23,0.489,1.81,297.6,0,0.0
1140,41.17,0.482,1.24,309.3,0,0.0
1141,41.08,0.501,1.86,285.6,0,0.0
1142,41.06,0.481,1.93,305.4,0,0.0
1143,41.05,0.515,1.81,313.9,0,0.0
1144,40.95,0.514,1.69,306.5,0,0.0
1145,40.88,0.494,1.59,300.2,0,0.0
1146,40.8,0.519,1.4,314.2,0,0.0
1147,40.74,0.504,1.9,303.0,0,0.0
1148,40.69,0.516,1.49,312.7,0,0.0
1149,40.63,0.514,1.9,291.0,0,0.0
1150,40.6,0.5,1.69,301.6,0,0.0
1151,40.53,0.492,1.2,310.0,0,0.0
1152,40.44,0.511,1.84,298.0,0,0.0
1153,40.4,0.495,1.95,296.5,0,0.0
